전출지별,전입지별,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
,충청남도,3363,3726,3571,3491,3339,7909,4577,4745,5653,4781,4788,4648,4904,4975,4917,5028,5378,5180,5123,2912,2811,3018,2456,2507,2390,2779,3128,3156,3026,3646,3450,3396,3855,3780,4640,4047,3800,4097,3839,3927,3854,4106,3548,3445,3550,3743,3316,3645
,전라북도,1199,1485,1408,1735,1418,2942,1952,1943,2194,1983,2213,2699,2375,1979,2136,1945,1943,1842,1800,1566,1739,1608,1393,1284,1202,1387,1405,1452,1413,1930,1618,1759,1474,1744,1552,1451,1523,1464,1454,1482,1453,1454,1528,1537,1470,1577,1464,1378
,전라남도,1355,1910,1931,2592,1989,4199,4009,3576,4151,3171,3451,3346,3524,3861,3690,3137,2586,2602,1943,1884,1873,1548,1457,1155,1175,1546,1512,1587,1713,2179,1867,1908,1727,1843,1692,1581,1685,1631,1489,1584,1587,1632,1509,1416,1521,1589,1497,1405
,경상북도,10916,10880,12269,14990,13647,18758,15512,16618,17155,16602,15911,11166,10208,11775,10644,9063,10032,10460,9522,9096,7965,7186,6333,6047,5487,5589,4835,4756,4624,5004,4539,4516,4513,4777,4382,4348,4116,4246,4156,4119,4014,4029,4057,3878,3916,3999,3593,3587
,경상남도,3279,2791,3054,3661,6727,7754,5811,7682,10762,9625,7516,7268,7679,8638,8726,6815,6803,7631,8227,7784,7590,6466,6071,5061,4752,4924,4690,2515,2378,2971,2636,2710,2946,2930,2598,2869,2935,3097,2885,2951,3157,2866,2737,2541,2731,2772,2483,2312
,제주특별자치도,245,188,269,406,283,504,376,324,333,312,365,363,360,493,449,365,404,454,481,495,592,484,431,419,350,418,402,485,557,611,534,534,607,584,614,559,534,522,467,511,482,560,590,686,814,839,934,945
충청북도,전국,147916,156593,124530,156909,166708,324499,213011,220085,267370,223664,266206,237424,248209,275424,267994,260438,250875,258557,259387,253510,280994,269728,244880,240478,231350,245262,228974,247215,226872,256626,239559,239356,251773,252496,236984,240615,244227,247741,237759,230351,229707,220515,207622,212860,213577,213188,197668,194915
,서울특별시,37625,39139,29513,36260,40154,72525,50313,50472,70017,50801,46387,46281,48848,50953,47731,43335,37318,38320,37344,34823,32517,28461,24072,20440,18776,17155,16900,17095,16073,18923,18321,17606,17878,16891,15895,15697,16516,16301,15672,15612,14561,13753,13624,13209,13291,13197,13032,12961
,부산광역시,3840,3073,2424,3353,4763,7790,6885,7178,8399,6279,6670,5525,5061,4948,4560,3927,3996,4515,3966,3337,3351,2850,2439,2123,1769,1837,1762,1828,1927,1986,1807,1716,1651,1672,1779,1629,1627,1588,1548,1556,1618,1628,1489,1565,1932,1757,1559,1660
,대구광역시,-,-,-,-,-,-,-,-,-,-,-,2832,2865,3022,2638,2531,2541,2705,2601,2257,2039,1974,1851,1657,1724,1777,1689,1549,1566,1797,1799,1695,1684,1623,1465,1749,1404,1517,1607,1613,1655,1555,1705,1693,1816,1450,1517,1443
,인천광역시,-,-,-,-,-,-,-,-,-,-,-,4670,4465,5724,6072,5071,5071,5863,5532,5484,6024,5356,4620,4355,4222,3839,3709,3834,3777,4293,3879,4231,4283,3953,3867,3695,3928,3955,3721,3591,3473,3428,3624,3429,3457,3509,3308,3416
,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,448,493,864,754,816,683,554,644,561,596,617,604,679,773,676,744,808,746,715,692,814,781,692,863,906,836,783,716,904,711,647,680
,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,11656,12026,12373,10124,11275,10634,10399,9966,10070,9636,11257,10937,10932,10956,10937,10344,10349,10483,9739,8956,8985,8853,9120,8803,8442,8552,7749,7917,8014
,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,998,814,886,901,948,959,886,756,851,798,834,902,776,755,782,954,1173,865,1057,716,633
,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2797,2794,5940,9061,5544,6270
,경기도,12585,13937,9936,11396,12209,27810,18001,18693,23200,20751,22000,15315,16288,22042,21870,20073,21199,24987,23562,23629,22382,21684,20342,20037,18414,18286,19116,19429,18393,22144,22065,22828,25217,24189,24191,25082,24450,23231,21809,22588,22388,21319,20488,20083,19697,20075,19803,19833
,강원도,5741,6671,4951,5655,5513,11745,8027,7406,8011,6574,8370,8160,7725,8353,7481,6978,6462,7026,5900,4915,4829,4616,4791,4473,4453,4341,4468,4731,5362,5390,5220,6479,5265,5523,5050,4718,4848,4714,4774,5120,4563,4348,4312,4247,4736,4725,4420,4581
,충청북도,65127,71722,60135,79667,81662,156257,97992,101842,112514,99194,141794,121778,132321,146556,144108,146670,143861,142281,147273,147953,178769,172749,159621,160096,156287,171036,153545,170682,151945,171230,156984,154462,165597,167043,150691,157381,160782,166855,159835,151216,153067,145679,133461,139959,136614,133264,124156,119825
,충청남도,11611,12393,8602,9624,10482,24142,14174,15970,19982,20506,21284,16272,15668,17304,17191,17718,16822,17990,18860,6572,6426,6094,5927,5711,5467,6260,7582,7853,6827,7828,7550,7509,8223,9045,13021,9508,8908,8614,8600,8473,8376,8200,6253,6056,6304,6580,6056,6387
,전라북도,915,1148,1005,1222,853,3122,1837,1932,2452,1489,2197,2598,1593,1873,1833,1765,1805,1790,1593,1573,1661,1630,1637,1690,1513,1450,1633,1635,1857,1918,1838,2216,1711,2247,1743,1692,2033,2028,1957,1913,1823,1961,1744,1834,1773,1753,1692,1770
,전라남도,3087,1057,676,1212,964,2761,2784,2737,3554,1967,2714,2097,1983,2404,2375,2050,1481,1629,1287,1408,1386,1507,1166,1021,937,1083,1203,1327,1902,1501,1336,1712,1239,1267,1155,1158,1198,1181,1227,1253,1199,1248,1183,1209,1191,1344,1233,1232
,경상북도,5833,6115,5790,6458,6651,12886,8872,9177,11168,9474,9626,6123,5632,5751,5380,5230,5108,6000,5409,4644,4183,4379,3924,3855,3642,4190,3763,3569,3888,4403,4052,3907,3856,3948,3743,4003,4001,3875,3826,4197,3869,3996,3722,3692,3606,3859,3410,3475
,경상남도,1481,1227,1351,1901,3321,5215,3964,4523,7860,6427,4919,5527,5491,6167,6452,4858,4537,4699,4933,4266,4212,4985,3489,2795,2677,2757,2743,1694,1835,1902,1834,1902,1967,2054,2133,2034,1998,2154,2232,2187,2115,2193,2128,2119,2057,2259,1751,1726
,제주특별자치도,71,111,147,161,136,246,162,155,213,202,245,246,269,327,303,232,226,259,263,239,373,387,323,306,274,256,278,317,391,395,360,469,479,472,436,377,439,374,401,408,486,469,552,640,842,838,907,1009
충청남도,전국,240241,255973,212546,277908,268495,562558,344295,384884,422062,372344,444695,435356,447043,524543,516636,470881,462446,495793,520291,279524,278820,266897,233588,245580,234753,251923,246037,269231,253628,283195,273341,278169,288445,310057,329499,320445,329811,341850,339765,317511,301675,302546,277346,268053,279817,279680,271446,269337
,서울특별시,67033,63565,40803,53320,61038,115149,81692,76119,83411,77054,83934,83487,85697,92713,85798,79310,70815,74350,74634,55621,50923,42842,36934,33383,28352,26635,26741,26488,24143,28912,27407,26604,26741,26186,26035,26996,27214,27553,26659,26072,23115,21674,20638,19680,19841,19144,18726,18582
,부산광역시,4803,4599,3857,4961,7521,10430,9145,9924,10831,7780,8522,7921,6802,7063,6545,5571,5899,6388,6093,3131,3157,2569,2422,2087,1884,1847,1915,2398,2466,2615,2315,2463,2273,2590,2602,2707,2593,2747,2785,2741,2683,2881,2408,2328,2920,2548,2210,2303
,대구광역시,-,-,-,-,-,-,-,-,-,-,-,3453,3754,3834,3453,3057,3646,3643,3400,1757,1630,1432,1341,1318,1196,1393,1392,1479,1584,1619,1676,1570,1679,1840,1658,1943,1760,2039,1929,2011,1849,2128,1925,2038,2157,1999,1780,1754
,인천광역시,-,-,-,-,-,-,-,-,-,-,-,13948,12101,14864,15857,13834,13236,15325,15054,12016,12651,11859,10527,9571,8812,8292,8204,8471,7598,8860,8449,8136,9284,8544,8992,8734,8595,9110,8645,7899,7441,7214,7180,6793,6784,6636,6407,6251
,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1425,1671,1847,1016,1090,976,1005,864,775,868,946,1397,1171,1149,1134,1115,1206,1224,1354,1628,1580,1530,1606,1644,1554,1617,1489,1450,1797,1468,1427,1447
,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,31199,32617,32568,25886,28190,26376,25953,25779,28966,24948,28084,25750,25347,26185,28359,28460,27386,26066,25609,23097,21214,21341,21494,18126,16502,17037,15551,15298,15082
,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,943,987,1052,1058,1017,1013,1031,1081,1072,1189,1231,1218,1025,1044,1306,1158,1376,1227,1468,1136,947
,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4514,2915,6103,8384,5868,6587
,경기도,19969,23202,17362,22768,24896,53818,33809,35677,41919,43091,43492,32414,32786,42390,42274,39334,41894,49213,48873,38743,37746,35567,32597,32604,29658,29663,29913,31658,28972,34752,34994,36400,39866,40012,39801,41960,40570,41207,39780,38543,37414,35482,33244,31534,31925,33277,32054,31357
,강원도,3384,3940,3585,4553,3217,7634,4411,4253,4953,3885,5193,5125,4682,4988,4568,4511,4017,4562,4043,2401,2586,2513,2105,2133,2125,2337,2400,2850,2861,3078,2867,3173,3082,3204,3518,3316,3220,3414,3433,3478,3507,3416,3209,2972,3085,3172,3022,2868
,충청북도,5784,6495,6776,8162,8227,17313,11550,11424,12105,11651,15344,14186,13286,14757,14310,13917,14388,15416,15226,7095,7380,7529,6872,6723,6017,6575,7097,6998,7540,7448,7685,7873,8238,8568,10099,9378,9396,9142,8925,8121,7944,8297,6124,5844,6266,6253,5697,5828
,충청남도,121675,138377,125416,165914,144920,315561,175247,218193,231872,199068,254221,243678,260221,312563,314353,285338,282552,298486,323524,111410,114506,113540,101047,116942,118477,136200,128967,144861,138070,151082,146393,148759,155091,173068,190212,178527,191574,200626,204302,187758,177372,179652,161743,159556,165101,163496,163006,161612
,전라북도,4511,5174,4997,6292,5253,13505,8058,9081,10189,8609,10602,11010,9498,9517,8656,8585,9259,9466,9823,5023,5205,4933,4411,4469,3945,4395,4605,5067,5143,5708,5482,6295,5253,6649,6275,6132,6066,6794,6695,6296,6125,6500,5523,5595,5451,5563,5278,5257
,전라남도,5571,1934,1907,2876,2260,6488,5090,4976,6686,4361,6461,5389,4918,5885,5975,5300,3700,3976,3524,2348,2037,2387,1928,1571,1591,1863,1936,2222,2533,2549,2269,2511,2261,2259,2403,2875,2574,2900,2711,2846,2706,2794,2734,2596,2618,2593,2573,2481
,경상북도,4848,5354,5549,6175,6342,14030,9160,9050,10660,8795,9564,6319,5219,6069,5491,4728,4838,5750,5621,3067,2705,2624,2364,2333,2256,2498,2447,2548,2512,3030,2647,3036,2837,2955,3003,3610,3399,3517,3486,3663,3536,3857,3362,3118,3437,3554,2934,2907
,경상남도,2465,3058,2051,2520,4450,7923,5674,5772,8971,7523,6837,7764,7571,9022,8647,6764,6178,6895,8000,4311,4012,5059,3755,3012,2970,3020,3311,2366,2596,2611,2719,3317,2835,3009,3384,3541,3370,3748,3881,3592,3313,3479,3192,2894,3153,3480,2867,2804
,제주특별자치도,198,275,243,367,371,707,459,415,465,527,525,662,508,878,709,632,599,652,629,386,575,499,394,380,319,384,384,519,504,646,496,553,601,559,622,640,645,683,613,608,731,755,777,862,915,1094,1163,1270
전라북도,전국,228126,240338,190364,238830,245518,505510,323710,353025,397516,341312,405854,389105,387881,432712,400596,392339,380222,402012,405905,387521,395786,377517,378542,341814,325449,371479,334162,340520,347956,377096,372218,372854,395289,400338,380880,336014,346399,343831,333045,318943,308237,306290,275126,260395,276900,264662,252607,239253
,서울특별시,71785,63688,39692,55168,60827,118342,83263,75212,84412,82681,81268,76547,77725,87024,77787,69584,70106,69779,68649,64950,58962,49325,42451,39156,33414,31316,30612,29462,26167,31789,32637,32590,37966,30071,34874,24989,25762,24810,23012,21188,18777,17600,17180,15495,15902,14830,14993,14930
,부산광역시,6633,7100,4764,6476,9731,15304,11784,13927,15427,11810,12350,10308,8400,8071,7422,6332,6605,7174,6667,4880,5355,3828,3287,2689,2129,2182,2100,1847,2048,2086,2285,2159,2490,2166,2577,1602,1726,1683,1756,1464,1518,1651,1508,1471,1621,1731,1582,1545
,대구광역시,-,-,-,-,-,-,-,-,-,-,-,2438,2213,2511,2312,1932,1989,1901,1659,1415,1318,1277,1127,1093,1045,1090,974,947,962,1037,1074,1153,1233,1123,1195,844,939,930,890,898,924,899,1033,1018,880,861,893,816
,인천광역시,-,-,-,-,-,-,-,-,-,-,-,6034,5770,6971,7072,6858,6767,7877,7210,7347,8134,6965,6221,5854,5372,5031,5066,5185,4661,5719,5587,6073,7858,6587,7145,5408,5262,5250,4840,4202,3844,3987,4075,3871,3588,3395,3415,3516
,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,5447,5402,6541,7140,7650,6525,5833,5861,5506,5526,5913,6276,6517,7213,7143,7691,9273,7131,9146,6843,6960,6950,7013,6644,6355,6305,5896,5726,6221,5660,5733,5676
,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,6033,6373,6488,5669,6208,5761,5849,5808,5684,5118,5914,6427,6699,7734,7349,7752,6372,6002,5690,5265,4987,4814,5171,4788,4509,4572,4396,4303,4604
,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,840,752,838,838,913,1079,1040,1125,836,845,792,985,771,743,946,1081,1117,1099,1391,832,1288
,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,507,497,907,1422,1301,1551
,경기도,14174,16009,11203,12496,13411,32840,19878,22033,25715,25209,26980,17913,17647,23764,23484,22963,24285,28838,28100,28336,28658,25104,24530,22907,20982,21458,22829,22706,19953,24897,26700,27541,36525,33610,37245,29676,29167,27593,25125,22960,22008,20490,20407,17786,18053,17553,18083,18075
,강원도,2042,2618,1920,2145,1959,6016,3221,2610,3386,2119,3125,2778,2368,2498,2413,2630,2091,2337,1786,1643,1591,1390,1302,1307,1360,1373,1688,1581,1705,1727,1640,1693,1972,1915,1980,1573,1511,1702,1755,1568,1480,1425,1438,1477,1600,1616,1521,1543
,충청북도,1184,1463,1359,1181,1197,3096,1903,1781,1717,1326,1807,1613,1705,1863,1687,1650,1706,2075,1837,1805,1930,1934,1924,1846,1643,1671,1854,1842,1999,2001,1990,2295,2660,2316,2517,2103,2286,2306,2204,1979,2216,2179,1997,1939,2256,2271,2159,2195
,충청남도,12842,8101,6527,7900,8005,18387,11401,11595,13064,10184,12920,11043,11209,11693,12017,11848,11381,12405,12715,5316,5584,5218,4789,4677,4282,5376,5497,5742,5446,5659,5990,6031,6954,7335,9709,7541,6984,7427,7348,6810,6514,6689,6150,5931,6067,6259,6096,6156
,전라북도,104671,126915,112660,137823,132220,271325,164485,197471,215351,179722,234042,233125,235230,261030,238920,244075,232559,245399,254064,243482,254933,255310,269177,239279,233188,279534,240718,247737,261890,276036,268054,265565,266447,287409,252618,237072,248211,247650,242371,234785,228881,228836,199254,189665,203725,193076,181657,167338
,전라남도,8043,8126,6299,8881,8935,21522,16195,15599,19893,13480,19255,15809,15677,16120,15766,14084,8527,8965,7952,7890,7863,6881,6033,5698,5604,5621,6040,6551,6632,7547,7317,7764,7987,7238,7552,6352,6239,6433,5866,6116,5745,5579,5363,5452,5770,5304,5496,5458
,경상북도,4319,3799,3370,3898,4718,9915,5627,6164,7912,5983,6727,4030,2753,2700,2654,2471,2436,2910,2406,1926,1924,1718,1690,1665,1497,1773,1603,1499,1487,1631,1630,1588,1817,1690,1819,1738,1530,1526,1488,1591,1569,1583,1598,1545,1499,1508,1381,1339
,경상남도,2103,2132,2136,2433,4124,7758,5450,6094,10051,8274,6764,6875,6566,7701,8302,7323,5704,6323,5696,4716,4742,4892,3851,3060,3125,3062,2876,1934,1977,2191,2142,2345,2482,2611,2839,2333,2226,2478,2493,2400,2291,2342,2216,2171,2316,2329,2045,2109
,제주특별자치도,330,387,434,429,391,1005,503,539,588,524,616,592,618,766,760,589,619,627,623,642,769,662,658,514,541,617,584,687,642,811,764,754,812,747,787,732,749,611,634,580,558,608,635,725,824,1060,1117,1114
전라남도,전국,263908,329442,259182,360474,397292,705568,497144,537331,620706,553662,686232,620131,623279,739084,658416,639179,417929,477865,462452,426507,442388,420570,389969,354854,310291,350404,322229,315452,329903,379576,359049,357416,362799,362685,308825,304419,308961,303752,291224,288476,275661,266461,244080,246635,260874,246168,237337,230551
,서울특별시,75871,70920,41044,59763,69361,125081,94332,87967,102247,93911,108902,99493,98804,115465,101745,91110,71265,89924,82769,76407,72856,62796,53855,48984,39337,36069,33520,31291,27762,37648,33517,33062,30672,30501,25478,22988,24534,23129,20442,19007,17766,16298,15818,14595,14607,13884,14568,13665
,부산광역시,9635,10964,8170,11090,18149,24302,23475,27509,31308,29813,28727,26056,24637,27319,25091,21111,19410,22471,18398,14100,13803,11981,10162,8636,6486,5772,5423,5155,4814,6688,5466,5399,4862,4897,3903,3649,3693,3572,3319,3454,3184,3201,3226,3148,3278,3308,3279,3184
,대구광역시,-,-,-,-,-,-,-,-,-,-,-,2503,2698,3149,2866,2336,2052,2169,1667,1523,1445,1179,1285,1108,970,989,959,1047,883,1155,1063,1104,997,1082,904,885,867,888,960,809,825,838,876,986,921,873,959,905
,인천광역시,-,-,-,-,-,-,-,-,-,-,-,9666,8856,11411,11298,10900,9346,11212,9597,10287,11418,10685,9610,8313,7260,6777,6301,6010,5291,7903,6859,6976,6673,6622,5545,5095,5097,5614,4604,4058,4189,3966,3819,3482,3557,3496,3537,3466
,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,68525,65641,83145,76573,75179,76199,61699,52110,48919,50905,47696,50135,51559,63049,62634,59905,58716,58612,51495,47908,51258,47695,45417,45675,43153,40669,36882,35498,38942,37578,34507,33884
,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,2147,2614,2912,2333,2460,2159,2028,2227,2244,2092,2793,2785,2717,2679,2746,2598,2357,2430,2195,1961,2013,1977,2149,2109,1833,2026,2019,2005,2000
,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1297,1285,1464,1349,1492,1379,1415,1101,1136,1229,1071,1120,905,977,1117,1031,1073,1041,1158,977,889
,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,267,262,402,699,641,717
,경기도,15123,18408,13381,15728,17465,41305,26918,28351,35580,34955,40030,26488,25637,35279,33641,33651,29505,37096,31986,33185,34311,32026,29130,26858,22779,23081,23358,23139,20390,29090,26998,27773,28458,30860,26265,25222,25797,24357,20611,19562,19701,17645,17420,15650,15658,15749,16012,15149
,강원도,2217,3010,2389,3456,2926,6969,3883,3774,4302,2949,4806,4559,4254,4593,4184,3786,2906,3084,2043,1812,1821,1572,1634,1472,1298,1549,1748,1879,2010,2403,2130,2195,2032,2211,2030,1740,1734,1776,1767,1621,1773,1562,1485,1505,1533,1601,1519,1478
,충청북도,1277,1108,1205,1108,1322,3300,1933,1869,1929,1641,2131,1820,1933,2444,2129,2020,1615,1868,1517,1473,1735,1805,1812,1488,1378,1261,1433,1490,1535,1713,1945,1634,1591,1735,1524,1343,1557,1505,1407,1390,1345,1411,1317,1200,1336,1442,1472,1480
,충청남도,5713,4154,3415,3711,3851,11274,7080,6506,7897,5383,6712,5964,6091,6845,6874,6892,4630,5743,5224,2486,3331,3147,2480,2354,2029,2532,2792,2761,2500,2973,2883,3027,3225,3495,4504,3672,3482,3741,3541,3560,3928,3892,3356,3449,3090,3389,3381,3523
,전라북도,7292,8923,7585,9641,8524,20230,12494,12949,14425,11343,14447,14446,13312,14995,13466,13006,8554,9589,8329,7441,8142,7780,7335,7146,5976,6215,6377,6324,6810,7763,8207,9345,7112,9186,6714,6278,6548,6462,6071,6112,6097,6266,5800,5511,5584,5551,5970,5893
,전라남도,137252,200362,172986,245116,261202,445600,308898,349360,397298,350491,455908,409146,417911,495203,435770,434421,184300,211010,203166,186546,202552,195947,196353,183090,162254,203674,181231,175091,195148,205389,194566,193757,206229,200840,168979,174474,172922,173811,172644,172919,163343,159553,143423,151466,161491,147703,140958,137172
,경상북도,4377,4778,3572,4039,4721,10416,6849,6708,8444,6875,7691,4573,3698,4031,4016,4229,4287,4270,3342,2737,2808,2640,3478,3282,2960,2656,2166,2085,1987,2692,2634,2813,2143,2105,1878,2049,2161,1806,1644,1724,1913,1983,1762,1769,1824,1826,1795,1745
,경상남도,3709,4633,3372,4121,6540,11648,8048,9395,14109,13170,12802,11958,12595,14204,14156,13073,9404,11448,9316,7905,8092,7862,6853,5874,5132,5543,5644,4135,4370,5073,4533,4724,4471,4941,4523,4404,4558,4984,4696,4671,4461,4950,4427,4160,4410,4551,4357,3977
,제주특별자치도,1442,2182,2063,2701,3231,5443,3234,2943,3167,3131,4076,3459,2853,4146,3180,2644,2130,2340,1953,1885,2281,2039,1950,1679,1354,1353,1354,1369,1467,1780,1480,1493,1560,1437,1384,1219,1094,1146,1020,996,1029,961,1062,1048,1174,1341,1400,1424
경상북도,전국,470142,528111,533098,630214,612614,1324401,798110,916540,1010019,956670,1046803,519607,497800,540076,503995,476059,489606,521249,512956,475285,486953,496337,442454,436837,411211,424533,410502,401893,387613,437240,406344,402131,415867,407839,387685,386228,394805,395536,377397,375551,358127,358695,340222,330983,338029,345307,318803,316642
,서울특별시,59129,63329,41532,61129,67374,124398,87716,79224,88334,79620,78249,56964,58033,64647,55035,46895,45744,46427,46581,43196,38243,34900,30531,27311,23377,21871,21493,20966,19243,23112,23599,22542,24290,23030,21044,21229,22113,22286,20524,19784,18395,17319,17694,16561,16796,16478,16087,15681
,부산광역시,28676,26649,19197,26186,40070,66996,49645,55502,56472,48592,51067,33673,31988,34187,31955,26419,26300,29224,25940,22315,20350,17909,15457,13306,11448,10820,11123,11011,10658,11959,10732,10492,10638,10888,9636,10441,9679,10365,9617,9370,9135,9091,9519,9209,10514,10473,9284,8896
,대구광역시,-,-,-,-,-,-,-,-,-,-,-,100022,94916,96023,94532,90863,84729,92353,98845,89978,81159,81064,72784,69064,68560,58337,57427,57653,57026,63246,59687,55853,59657,63221,54467,53242,52816,51480,49788,49521,46132,44089,43587,42776,47044,43828,39505,39231
,인천광역시,-,-,-,-,-,-,-,-,-,-,-,5986,4920,6145,6169,5563,5365,6177,5495,5647,6296,5897,5206,4655,4489,4094,3912,4359,3938,4310,4370,4522,4752,4433,4222,4411,4227,4729,4084,3772,4320,4171,4043,3773,3938,3773,3557,3488
,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1055,961,1587,1172,1196,1058,830,867,814,647,729,775,874,848,944,738,967,870,877,887,836,829,781,782,830,768,793,772,847,920,731,784
,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,3123,3616,3903,3407,3684,3170,3227,3247,3443,3201,3729,3949,4030,4163,4470,4213,4081,3938,3873,3413,3373,3474,3690,3641,3433,3419,3508,3543,3473
,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,9373,7899,8830,8846,9545,9562,9711,9490,9595,9270,9479,9876,8289,8024,8086,8242,7685,8281,8642,6907,6386
,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,347,353,602,977,829,1008
,경기도,14210,13239,10699,14129,15272,29801,21839,22494,26663,24559,26496,15122,15518,20448,19903,18381,19891,23126,22224,21951,21852,21168,20067,18613,17457,17452,17797,18624,17108,20095,21345,21680,23595,24003,24060,26060,25252,23632,21775,24359,23319,21565,21521,19815,19128,20107,19698,19731
,강원도,10325,10512,8500,11059,10102,22080,14349,14624,15761,12630,16371,12852,11674,11448,10980,10459,8920,8368,6830,6109,5987,5708,5321,4823,4550,4642,4639,4999,4927,5314,4556,4695,4770,4977,4568,4361,4353,4589,4104,4006,3807,3825,3913,3943,3903,4069,3815,3474
,충청북도,5155,5340,4498,4759,4705,9232,7633,7221,7163,7063,8379,5863,5255,5987,5597,5514,5195,5428,4987,4944,5089,5466,5124,4703,3919,4070,4247,4515,4535,4668,4511,4495,4587,4587,4804,4660,4400,4541,4343,4353,4290,4129,4191,3927,4112,4225,4141,4044
,충청남도,4623,4893,3633,4422,4464,11766,7908,8182,9459,7467,8740,6107,5858,6383,5994,6093,5904,6001,5958,2792,3057,3062,2673,2580,2286,2744,3292,3597,2948,3584,3186,3433,3734,4295,5745,4645,4545,4999,4959,5165,4880,4750,4988,4464,4567,4511,3969,4246
,전라북도,1540,1701,1742,1912,1624,4888,3122,3424,4146,3349,4811,2645,2238,2643,2348,2077,2158,2038,1705,1642,1760,1862,1593,1528,1428,1442,1535,1488,1785,1720,1325,1806,1368,1837,1435,1608,1390,1605,1474,1621,1499,1474,1505,1455,1411,1570,1396,1390
,전라남도,2105,2102,1991,2725,2412,6199,5972,4979,7127,4699,7096,4267,3954,4318,4972,6356,8057,5942,4699,4278,4322,3761,2878,1869,1826,2294,2398,3001,2877,2614,2027,1954,1768,1919,1752,1600,1784,1882,1766,1877,1755,1792,1796,1605,1830,1797,1785,1688
,경상북도,326668,384273,427599,484785,442652,1003878,565093,683083,747774,727036,804100,246552,235143,256873,233424,227858,250749,267105,259298,241341,267813,284168,254638,264207,249181,274738,259665,248911,241023,272632,247544,245997,251543,238194,230852,227819,238565,238805,229333,228016,217642,223534,204248,201206,201259,209109,193354,193235
,경상남도,17419,15586,13236,18595,23425,44177,33984,37103,46366,40911,40457,28784,27591,30042,32282,28942,24786,27376,28095,26061,25293,25592,21177,18934,18054,17513,18290,8444,8614,9600,8869,9461,9674,10538,9621,10699,10817,11656,10781,10499,9838,9623,9355,9092,9413,10089,8826,8530
,제주특별자치도,292,487,471,513,514,986,849,704,754,744,1037,770,712,932,804,639,753,723,712,736,920,819,768,693,652,642,708,734,957,979,854,888,799,866,899,890,820,786,779,764,787,789,839,914,965,1231,1376,1357
경상남도,전국,299797,298292,244230,341498,413442,631217,482042,509366,609162,566651,611934,592803,612405,676040,668961,638365,648804,706972,686708,649055,686266,701394,722095,645680,664230,666040,663846,459423,480343,500126,472407,463651,507244,519594,479692,487733,495419,483599,474327,474110,478709,469223,417328,423864,456164,450279,410180,409200
,서울특별시,40077,43468,27238,39862,44321,81239,64652,52106,61217,53422,50031,51212,53552,60327,51638,45265,44010,38264,40024,37739,33391,30350,28314,27233,23661,22504,22748,17468,16292,19641,20015,19282,19592,20269,19591,19367,20437,20859,19890,19615,18680,18329,18230,16841,17144,16781,17169,17312
